clean_path,degraded_path,degradation_type,parameters_used
synthetic_pairs\clean\00001364_002.png,synthetic_pairs\degraded\00001364_002_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0363
synthetic_pairs\clean\00001364_002.png,synthetic_pairs\degraded\00001364_002_deg_3_contrast_compression.png,contrast_compression,pct=0.33
synthetic_pairs\clean\00001364_003.png,synthetic_pairs\degraded\00001364_003_deg_1_poisson_noise.png,poisson_noise,scale=27.0
synthetic_pairs\clean\00001364_003.png,synthetic_pairs\degraded\00001364_003_deg_2_combined.png,combined,"gaussian_noise+underexposure(variance=0.0153,factor=0.48)"
synthetic_pairs\clean\00001364_003.png,synthetic_pairs\degraded\00001364_003_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0372
synthetic_pairs\clean\00001364_004.png,synthetic_pairs\degraded\00001364_004_deg_1_poisson_noise.png,poisson_noise,scale=35.8
synthetic_pairs\clean\00001364_004.png,synthetic_pairs\degraded\00001364_004_deg_2_contrast_compression.png,contrast_compression,pct=0.31
synthetic_pairs\clean\00001364_004.png,synthetic_pairs\degraded\00001364_004_deg_3_combined.png,combined,"underexposure+gaussian_blur(factor=0.47,sigma=2.57)"
synthetic_pairs\clean\00001364_005.png,synthetic_pairs\degraded\00001364_005_deg_1_poisson_noise.png,poisson_noise,scale=30.3
synthetic_pairs\clean\00001364_005.png,synthetic_pairs\degraded\00001364_005_deg_2_combined.png,combined,"gaussian_blur+underexposure(sigma=2.51,factor=0.40)"
synthetic_pairs\clean\00001364_005.png,synthetic_pairs\degraded\00001364_005_deg_3_gaussian_blur.png,gaussian_blur,sigma=0.84
synthetic_pairs\clean\00001364_006.png,synthetic_pairs\degraded\00001364_006_deg_1_underexposure.png,underexposure,factor=0.67
synthetic_pairs\clean\00001364_006.png,synthetic_pairs\degraded\00001364_006_deg_2_poisson_noise.png,poisson_noise,scale=43.5
synthetic_pairs\clean\00001364_006.png,synthetic_pairs\degraded\00001364_006_deg_3_contrast_compression.png,contrast_compression,pct=0.52
synthetic_pairs\clean\00001365_000.png,synthetic_pairs\degraded\00001365_000_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0400
synthetic_pairs\clean\00001365_000.png,synthetic_pairs\degraded\00001365_000_deg_2_combined.png,combined,"contrast_compression+underexposure(pct=0.32,factor=0.45)"
synthetic_pairs\clean\00001365_000.png,synthetic_pairs\degraded\00001365_000_deg_3_poisson_noise.png,poisson_noise,scale=11.3
synthetic_pairs\clean\00001365_001.png,synthetic_pairs\degraded\00001365_001_deg_1_contrast_compression.png,contrast_compression,pct=0.38
synthetic_pairs\clean\00001365_001.png,synthetic_pairs\degraded\00001365_001_deg_2_combined.png,combined,"contrast_compression+underexposure(pct=0.33,factor=0.41)"
synthetic_pairs\clean\00001365_001.png,synthetic_pairs\degraded\00001365_001_deg_3_underexposure.png,underexposure,factor=0.43
synthetic_pairs\clean\00001365_002.png,synthetic_pairs\degraded\00001365_002_deg_1_poisson_noise.png,poisson_noise,scale=34.4
synthetic_pairs\clean\00001365_002.png,synthetic_pairs\degraded\00001365_002_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.00
synthetic_pairs\clean\00001365_002.png,synthetic_pairs\degraded\00001365_002_deg_3_combined.png,combined,"underexposure+contrast_compression(factor=0.38,pct=0.37)"
synthetic_pairs\clean\00001366_000.png,synthetic_pairs\degraded\00001366_000_deg_1_contrast_compression.png,contrast_compression,pct=0.47
synthetic_pairs\clean\00001366_000.png,synthetic_pairs\degraded\00001366_000_deg_2_poisson_noise.png,poisson_noise,scale=38.3
synthetic_pairs\clean\00001366_000.png,synthetic_pairs\degraded\00001366_000_deg_3_gaussian_blur.png,gaussian_blur,sigma=1.04
synthetic_pairs\clean\00001367_000.png,synthetic_pairs\degraded\00001367_000_deg_1_poisson_noise.png,poisson_noise,scale=44.8
synthetic_pairs\clean\00001367_000.png,synthetic_pairs\degraded\00001367_000_deg_2_contrast_compression.png,contrast_compression,pct=0.49
synthetic_pairs\clean\00001367_000.png,synthetic_pairs\degraded\00001367_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0408
synthetic_pairs\clean\00001367_001.png,synthetic_pairs\degraded\00001367_001_deg_1_gaussian_blur.png,gaussian_blur,sigma=1.47
synthetic_pairs\clean\00001367_001.png,synthetic_pairs\degraded\00001367_001_deg_2_poisson_noise.png,poisson_noise,scale=49.5
synthetic_pairs\clean\00001367_001.png,synthetic_pairs\degraded\00001367_001_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.10
synthetic_pairs\clean\00001367_002.png,synthetic_pairs\degraded\00001367_002_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0481
synthetic_pairs\clean\00001367_002.png,synthetic_pairs\degraded\00001367_002_deg_2_contrast_compression.png,contrast_compression,pct=0.32
synthetic_pairs\clean\00001367_002.png,synthetic_pairs\degraded\00001367_002_deg_3_combined.png,combined,"contrast_compression+poisson_noise(pct=0.50,scale=21.2)"
synthetic_pairs\clean\00001367_003.png,synthetic_pairs\degraded\00001367_003_deg_1_contrast_compression.png,contrast_compression,pct=0.56
synthetic_pairs\clean\00001367_003.png,synthetic_pairs\degraded\00001367_003_deg_2_combined.png,combined,"contrast_compression+underexposure(pct=0.39,factor=0.50)"
synthetic_pairs\clean\00001367_003.png,synthetic_pairs\degraded\00001367_003_deg_3_poisson_noise.png,poisson_noise,scale=42.1
synthetic_pairs\clean\00001367_004.png,synthetic_pairs\degraded\00001367_004_deg_1_combined.png,combined,"underexposure+contrast_compression(factor=0.53,pct=0.56)"
synthetic_pairs\clean\00001367_004.png,synthetic_pairs\degraded\00001367_004_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.93
synthetic_pairs\clean\00001367_004.png,synthetic_pairs\degraded\00001367_004_deg_3_contrast_compression.png,contrast_compression,pct=0.35
synthetic_pairs\clean\00001367_005.png,synthetic_pairs\degraded\00001367_005_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0121
synthetic_pairs\clean\00001367_005.png,synthetic_pairs\degraded\00001367_005_deg_2_poisson_noise.png,poisson_noise,scale=40.8
synthetic_pairs\clean\00001367_005.png,synthetic_pairs\degraded\00001367_005_deg_3_underexposure.png,underexposure,factor=0.67
synthetic_pairs\clean\00001367_006.png,synthetic_pairs\degraded\00001367_006_deg_1_poisson_noise.png,poisson_noise,scale=44.9
synthetic_pairs\clean\00001367_006.png,synthetic_pairs\degraded\00001367_006_deg_2_underexposure.png,underexposure,factor=0.66
synthetic_pairs\clean\00001367_006.png,synthetic_pairs\degraded\00001367_006_deg_3_gaussian_blur.png,gaussian_blur,sigma=3.27
synthetic_pairs\clean\00001367_007.png,synthetic_pairs\degraded\00001367_007_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0099
synthetic_pairs\clean\00001367_007.png,synthetic_pairs\degraded\00001367_007_deg_2_contrast_compression.png,contrast_compression,pct=0.48
synthetic_pairs\clean\00001367_007.png,synthetic_pairs\degraded\00001367_007_deg_3_gaussian_blur.png,gaussian_blur,sigma=1.98
synthetic_pairs\clean\00001367_008.png,synthetic_pairs\degraded\00001367_008_deg_1_contrast_compression.png,contrast_compression,pct=0.32
synthetic_pairs\clean\00001367_008.png,synthetic_pairs\degraded\00001367_008_deg_2_combined.png,combined,"contrast_compression+poisson_noise(pct=0.43,scale=17.0)"
synthetic_pairs\clean\00001367_008.png,synthetic_pairs\degraded\00001367_008_deg_3_contrast_compression.png,contrast_compression,pct=0.59
synthetic_pairs\clean\00001367_009.png,synthetic_pairs\degraded\00001367_009_deg_1_underexposure.png,underexposure,factor=0.53
synthetic_pairs\clean\00001367_009.png,synthetic_pairs\degraded\00001367_009_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.02
synthetic_pairs\clean\00001367_009.png,synthetic_pairs\degraded\00001367_009_deg_3_poisson_noise.png,poisson_noise,scale=27.5
synthetic_pairs\clean\00001367_010.png,synthetic_pairs\degraded\00001367_010_deg_1_gaussian_blur.png,gaussian_blur,sigma=3.47
synthetic_pairs\clean\00001367_010.png,synthetic_pairs\degraded\00001367_010_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0285
synthetic_pairs\clean\00001367_010.png,synthetic_pairs\degraded\00001367_010_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.84
synthetic_pairs\clean\00001368_000.png,synthetic_pairs\degraded\00001368_000_deg_1_underexposure.png,underexposure,factor=0.31
synthetic_pairs\clean\00001368_000.png,synthetic_pairs\degraded\00001368_000_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.74
synthetic_pairs\clean\00001368_000.png,synthetic_pairs\degraded\00001368_000_deg_3_combined.png,combined,"gaussian_blur+contrast_compression(sigma=2.36,pct=0.59)"
synthetic_pairs\clean\00001368_001.png,synthetic_pairs\degraded\00001368_001_deg_1_contrast_compression.png,contrast_compression,pct=0.53
synthetic_pairs\clean\00001368_001.png,synthetic_pairs\degraded\00001368_001_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0361
synthetic_pairs\clean\00001368_001.png,synthetic_pairs\degraded\00001368_001_deg_3_combined.png,combined,"poisson_noise+contrast_compression(scale=45.3,pct=0.57)"
synthetic_pairs\clean\00001369_000.png,synthetic_pairs\degraded\00001369_000_deg_1_combined.png,combined,"contrast_compression+poisson_noise(pct=0.35,scale=39.4)"
synthetic_pairs\clean\00001369_000.png,synthetic_pairs\degraded\00001369_000_deg_2_poisson_noise.png,poisson_noise,scale=12.2
synthetic_pairs\clean\00001369_000.png,synthetic_pairs\degraded\00001369_000_deg_3_contrast_compression.png,contrast_compression,pct=0.36
synthetic_pairs\clean\00001370_000.png,synthetic_pairs\degraded\00001370_000_deg_1_underexposure.png,underexposure,factor=0.67
synthetic_pairs\clean\00001370_000.png,synthetic_pairs\degraded\00001370_000_deg_2_combined.png,combined,"gaussian_noise+gaussian_blur(variance=0.0443,sigma=1.42)"
synthetic_pairs\clean\00001370_000.png,synthetic_pairs\degraded\00001370_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0208
synthetic_pairs\clean\00001371_000.png,synthetic_pairs\degraded\00001371_000_deg_1_underexposure.png,underexposure,factor=0.52
synthetic_pairs\clean\00001371_000.png,synthetic_pairs\degraded\00001371_000_deg_2_contrast_compression.png,contrast_compression,pct=0.37
synthetic_pairs\clean\00001371_000.png,synthetic_pairs\degraded\00001371_000_deg_3_underexposure.png,underexposure,factor=0.68
synthetic_pairs\clean\00001371_001.png,synthetic_pairs\degraded\00001371_001_deg_1_gaussian_blur.png,gaussian_blur,sigma=1.11
synthetic_pairs\clean\00001371_001.png,synthetic_pairs\degraded\00001371_001_deg_2_poisson_noise.png,poisson_noise,scale=49.6
synthetic_pairs\clean\00001371_001.png,synthetic_pairs\degraded\00001371_001_deg_3_underexposure.png,underexposure,factor=0.55
synthetic_pairs\clean\00001371_002.png,synthetic_pairs\degraded\00001371_002_deg_1_combined.png,combined,"contrast_compression+poisson_noise(pct=0.38,scale=12.7)"
synthetic_pairs\clean\00001371_002.png,synthetic_pairs\degraded\00001371_002_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0464
synthetic_pairs\clean\00001371_002.png,synthetic_pairs\degraded\00001371_002_deg_3_poisson_noise.png,poisson_noise,scale=38.8
synthetic_pairs\clean\00001371_003.png,synthetic_pairs\degraded\00001371_003_deg_1_underexposure.png,underexposure,factor=0.49
synthetic_pairs\clean\00001371_003.png,synthetic_pairs\degraded\00001371_003_deg_2_poisson_noise.png,poisson_noise,scale=16.2
synthetic_pairs\clean\00001371_003.png,synthetic_pairs\degraded\00001371_003_deg_3_contrast_compression.png,contrast_compression,pct=0.45
synthetic_pairs\clean\00001371_004.png,synthetic_pairs\degraded\00001371_004_deg_1_underexposure.png,underexposure,factor=0.48
synthetic_pairs\clean\00001371_004.png,synthetic_pairs\degraded\00001371_004_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.73
synthetic_pairs\clean\00001371_004.png,synthetic_pairs\degraded\00001371_004_deg_3_poisson_noise.png,poisson_noise,scale=20.7
synthetic_pairs\clean\00001371_005.png,synthetic_pairs\degraded\00001371_005_deg_1_combined.png,combined,"underexposure+poisson_noise(factor=0.69,scale=29.9)"
synthetic_pairs\clean\00001371_005.png,synthetic_pairs\degraded\00001371_005_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.12
synthetic_pairs\clean\00001371_005.png,synthetic_pairs\degraded\00001371_005_deg_3_combined.png,combined,"underexposure+contrast_compression(factor=0.45,pct=0.54)"
synthetic_pairs\clean\00001372_000.png,synthetic_pairs\degraded\00001372_000_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0203
synthetic_pairs\clean\00001372_000.png,synthetic_pairs\degraded\00001372_000_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.98
synthetic_pairs\clean\00001372_000.png,synthetic_pairs\degraded\00001372_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0236
synthetic_pairs\clean\00001373_000.png,synthetic_pairs\degraded\00001373_000_deg_1_combined.png,combined,"gaussian_blur+poisson_noise(sigma=1.68,scale=36.8)"
synthetic_pairs\clean\00001373_000.png,synthetic_pairs\degraded\00001373_000_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.83
synthetic_pairs\clean\00001373_000.png,synthetic_pairs\degraded\00001373_000_deg_3_poisson_noise.png,poisson_noise,scale=42.1
synthetic_pairs\clean\00001373_001.png,synthetic_pairs\degraded\00001373_001_deg_1_poisson_noise.png,poisson_noise,scale=12.0
synthetic_pairs\clean\00001373_001.png,synthetic_pairs\degraded\00001373_001_deg_2_contrast_compression.png,contrast_compression,pct=0.35
synthetic_pairs\clean\00001373_001.png,synthetic_pairs\degraded\00001373_001_deg_3_poisson_noise.png,poisson_noise,scale=48.1
synthetic_pairs\clean\00001373_002.png,synthetic_pairs\degraded\00001373_002_deg_1_combined.png,combined,"gaussian_noise+poisson_noise(variance=0.0384,scale=32.7)"
synthetic_pairs\clean\00001373_002.png,synthetic_pairs\degraded\00001373_002_deg_2_poisson_noise.png,poisson_noise,scale=13.1
synthetic_pairs\clean\00001373_002.png,synthetic_pairs\degraded\00001373_002_deg_3_contrast_compression.png,contrast_compression,pct=0.40
synthetic_pairs\clean\00001373_003.png,synthetic_pairs\degraded\00001373_003_deg_1_poisson_noise.png,poisson_noise,scale=44.8
synthetic_pairs\clean\00001373_003.png,synthetic_pairs\degraded\00001373_003_deg_2_combined.png,combined,"gaussian_noise+poisson_noise(variance=0.0478,scale=36.3)"
synthetic_pairs\clean\00001373_003.png,synthetic_pairs\degraded\00001373_003_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0418
synthetic_pairs\clean\00001373_004.png,synthetic_pairs\degraded\00001373_004_deg_1_contrast_compression.png,contrast_compression,pct=0.39
synthetic_pairs\clean\00001373_004.png,synthetic_pairs\degraded\00001373_004_deg_2_combined.png,combined,"poisson_noise+gaussian_noise(scale=30.2,variance=0.0198)"
synthetic_pairs\clean\00001373_004.png,synthetic_pairs\degraded\00001373_004_deg_3_underexposure.png,underexposure,factor=0.47
synthetic_pairs\clean\00001373_005.png,synthetic_pairs\degraded\00001373_005_deg_1_poisson_noise.png,poisson_noise,scale=35.0
synthetic_pairs\clean\00001373_005.png,synthetic_pairs\degraded\00001373_005_deg_2_contrast_compression.png,contrast_compression,pct=0.43
synthetic_pairs\clean\00001373_005.png,synthetic_pairs\degraded\00001373_005_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0120
synthetic_pairs\clean\00001373_006.png,synthetic_pairs\degraded\00001373_006_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0217
synthetic_pairs\clean\00001373_006.png,synthetic_pairs\degraded\00001373_006_deg_2_combined.png,combined,"contrast_compression+poisson_noise(pct=0.58,scale=29.8)"
synthetic_pairs\clean\00001373_006.png,synthetic_pairs\degraded\00001373_006_deg_3_underexposure.png,underexposure,factor=0.59
synthetic_pairs\clean\00001373_007.png,synthetic_pairs\degraded\00001373_007_deg_1_contrast_compression.png,contrast_compression,pct=0.37
synthetic_pairs\clean\00001373_007.png,synthetic_pairs\degraded\00001373_007_deg_2_poisson_noise.png,poisson_noise,scale=48.1
synthetic_pairs\clean\00001373_007.png,synthetic_pairs\degraded\00001373_007_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0350
synthetic_pairs\clean\00001373_008.png,synthetic_pairs\degraded\00001373_008_deg_1_underexposure.png,underexposure,factor=0.68
synthetic_pairs\clean\00001373_008.png,synthetic_pairs\degraded\00001373_008_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0267
synthetic_pairs\clean\00001373_008.png,synthetic_pairs\degraded\00001373_008_deg_3_combined.png,combined,"gaussian_blur+underexposure(sigma=2.16,factor=0.43)"
synthetic_pairs\clean\00001373_009.png,synthetic_pairs\degraded\00001373_009_deg_1_combined.png,combined,"contrast_compression+poisson_noise(pct=0.36,scale=17.2)"
synthetic_pairs\clean\00001373_009.png,synthetic_pairs\degraded\00001373_009_deg_2_underexposure.png,underexposure,factor=0.52
synthetic_pairs\clean\00001373_009.png,synthetic_pairs\degraded\00001373_009_deg_3_poisson_noise.png,poisson_noise,scale=23.4
synthetic_pairs\clean\00001373_010.png,synthetic_pairs\degraded\00001373_010_deg_1_underexposure.png,underexposure,factor=0.65
synthetic_pairs\clean\00001373_010.png,synthetic_pairs\degraded\00001373_010_deg_2_poisson_noise.png,poisson_noise,scale=40.4
synthetic_pairs\clean\00001373_010.png,synthetic_pairs\degraded\00001373_010_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.93
synthetic_pairs\clean\00001373_011.png,synthetic_pairs\degraded\00001373_011_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0223
synthetic_pairs\clean\00001373_011.png,synthetic_pairs\degraded\00001373_011_deg_2_poisson_noise.png,poisson_noise,scale=22.9
synthetic_pairs\clean\00001373_011.png,synthetic_pairs\degraded\00001373_011_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.00
synthetic_pairs\clean\00001373_012.png,synthetic_pairs\degraded\00001373_012_deg_1_poisson_noise.png,poisson_noise,scale=23.5
synthetic_pairs\clean\00001373_012.png,synthetic_pairs\degraded\00001373_012_deg_2_gaussian_blur.png,gaussian_blur,sigma=0.94
synthetic_pairs\clean\00001373_012.png,synthetic_pairs\degraded\00001373_012_deg_3_poisson_noise.png,poisson_noise,scale=14.6
synthetic_pairs\clean\00001373_013.png,synthetic_pairs\degraded\00001373_013_deg_1_combined.png,combined,"gaussian_blur+underexposure(sigma=1.58,factor=0.58)"
synthetic_pairs\clean\00001373_013.png,synthetic_pairs\degraded\00001373_013_deg_2_gaussian_blur.png,gaussian_blur,sigma=0.88
synthetic_pairs\clean\00001373_013.png,synthetic_pairs\degraded\00001373_013_deg_3_combined.png,combined,"gaussian_noise+underexposure(variance=0.0293,factor=0.37)"
synthetic_pairs\clean\00001373_014.png,synthetic_pairs\degraded\00001373_014_deg_1_poisson_noise.png,poisson_noise,scale=24.7
synthetic_pairs\clean\00001373_014.png,synthetic_pairs\degraded\00001373_014_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.99
synthetic_pairs\clean\00001373_014.png,synthetic_pairs\degraded\00001373_014_deg_3_contrast_compression.png,contrast_compression,pct=0.55
synthetic_pairs\clean\00001373_015.png,synthetic_pairs\degraded\00001373_015_deg_1_combined.png,combined,"gaussian_blur+underexposure(sigma=1.85,factor=0.59)"
synthetic_pairs\clean\00001373_015.png,synthetic_pairs\degraded\00001373_015_deg_2_poisson_noise.png,poisson_noise,scale=22.0
synthetic_pairs\clean\00001373_015.png,synthetic_pairs\degraded\00001373_015_deg_3_gaussian_blur.png,gaussian_blur,sigma=3.13
synthetic_pairs\clean\00001373_016.png,synthetic_pairs\degraded\00001373_016_deg_1_underexposure.png,underexposure,factor=0.66
synthetic_pairs\clean\00001373_016.png,synthetic_pairs\degraded\00001373_016_deg_2_combined.png,combined,"poisson_noise+gaussian_noise(scale=24.8,variance=0.0410)"
synthetic_pairs\clean\00001373_016.png,synthetic_pairs\degraded\00001373_016_deg_3_poisson_noise.png,poisson_noise,scale=26.7
synthetic_pairs\clean\00001373_017.png,synthetic_pairs\degraded\00001373_017_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0134
synthetic_pairs\clean\00001373_017.png,synthetic_pairs\degraded\00001373_017_deg_2_poisson_noise.png,poisson_noise,scale=21.1
synthetic_pairs\clean\00001373_017.png,synthetic_pairs\degraded\00001373_017_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0265
synthetic_pairs\clean\00001373_018.png,synthetic_pairs\degraded\00001373_018_deg_1_gaussian_blur.png,gaussian_blur,sigma=1.63
synthetic_pairs\clean\00001373_018.png,synthetic_pairs\degraded\00001373_018_deg_2_combined.png,combined,"gaussian_blur+gaussian_noise(sigma=1.69,variance=0.0386)"
synthetic_pairs\clean\00001373_018.png,synthetic_pairs\degraded\00001373_018_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0450
synthetic_pairs\clean\00001373_019.png,synthetic_pairs\degraded\00001373_019_deg_1_contrast_compression.png,contrast_compression,pct=0.41
synthetic_pairs\clean\00001373_019.png,synthetic_pairs\degraded\00001373_019_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.72
synthetic_pairs\clean\00001373_019.png,synthetic_pairs\degraded\00001373_019_deg_3_contrast_compression.png,contrast_compression,pct=0.56
synthetic_pairs\clean\00001373_020.png,synthetic_pairs\degraded\00001373_020_deg_1_underexposure.png,underexposure,factor=0.41
synthetic_pairs\clean\00001373_020.png,synthetic_pairs\degraded\00001373_020_deg_2_poisson_noise.png,poisson_noise,scale=39.9
synthetic_pairs\clean\00001373_020.png,synthetic_pairs\degraded\00001373_020_deg_3_underexposure.png,underexposure,factor=0.45
synthetic_pairs\clean\00001373_021.png,synthetic_pairs\degraded\00001373_021_deg_1_contrast_compression.png,contrast_compression,pct=0.39
synthetic_pairs\clean\00001373_021.png,synthetic_pairs\degraded\00001373_021_deg_2_combined.png,combined,"contrast_compression+underexposure(pct=0.56,factor=0.41)"
synthetic_pairs\clean\00001373_021.png,synthetic_pairs\degraded\00001373_021_deg_3_poisson_noise.png,poisson_noise,scale=13.5
synthetic_pairs\clean\00001373_022.png,synthetic_pairs\degraded\00001373_022_deg_1_contrast_compression.png,contrast_compression,pct=0.38
synthetic_pairs\clean\00001373_022.png,synthetic_pairs\degraded\00001373_022_deg_2_underexposure.png,underexposure,factor=0.41
synthetic_pairs\clean\00001373_022.png,synthetic_pairs\degraded\00001373_022_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.57
synthetic_pairs\clean\00001373_023.png,synthetic_pairs\degraded\00001373_023_deg_1_combined.png,combined,"underexposure+contrast_compression(factor=0.53,pct=0.55)"
synthetic_pairs\clean\00001373_023.png,synthetic_pairs\degraded\00001373_023_deg_2_poisson_noise.png,poisson_noise,scale=17.5
synthetic_pairs\clean\00001373_023.png,synthetic_pairs\degraded\00001373_023_deg_3_combined.png,combined,"poisson_noise+contrast_compression(scale=18.2,pct=0.44)"
synthetic_pairs\clean\00001373_024.png,synthetic_pairs\degraded\00001373_024_deg_1_poisson_noise.png,poisson_noise,scale=47.0
synthetic_pairs\clean\00001373_024.png,synthetic_pairs\degraded\00001373_024_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0379
synthetic_pairs\clean\00001373_024.png,synthetic_pairs\degraded\00001373_024_deg_3_underexposure.png,underexposure,factor=0.39
synthetic_pairs\clean\00001373_025.png,synthetic_pairs\degraded\00001373_025_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.44
synthetic_pairs\clean\00001373_025.png,synthetic_pairs\degraded\00001373_025_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0242
synthetic_pairs\clean\00001373_025.png,synthetic_pairs\degraded\00001373_025_deg_3_poisson_noise.png,poisson_noise,scale=24.9
synthetic_pairs\clean\00001373_026.png,synthetic_pairs\degraded\00001373_026_deg_1_contrast_compression.png,contrast_compression,pct=0.52
synthetic_pairs\clean\00001373_026.png,synthetic_pairs\degraded\00001373_026_deg_2_underexposure.png,underexposure,factor=0.65
synthetic_pairs\clean\00001373_026.png,synthetic_pairs\degraded\00001373_026_deg_3_poisson_noise.png,poisson_noise,scale=12.2
synthetic_pairs\clean\00001373_027.png,synthetic_pairs\degraded\00001373_027_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0203
synthetic_pairs\clean\00001373_027.png,synthetic_pairs\degraded\00001373_027_deg_2_poisson_noise.png,poisson_noise,scale=44.0
synthetic_pairs\clean\00001373_027.png,synthetic_pairs\degraded\00001373_027_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.19
synthetic_pairs\clean\00001373_028.png,synthetic_pairs\degraded\00001373_028_deg_1_gaussian_blur.png,gaussian_blur,sigma=1.95
synthetic_pairs\clean\00001373_028.png,synthetic_pairs\degraded\00001373_028_deg_2_underexposure.png,underexposure,factor=0.41
synthetic_pairs\clean\00001373_028.png,synthetic_pairs\degraded\00001373_028_deg_3_combined.png,combined,"gaussian_noise+contrast_compression(variance=0.0109,pct=0.55)"
synthetic_pairs\clean\00001373_029.png,synthetic_pairs\degraded\00001373_029_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.97
synthetic_pairs\clean\00001373_029.png,synthetic_pairs\degraded\00001373_029_deg_2_poisson_noise.png,poisson_noise,scale=38.6
synthetic_pairs\clean\00001373_029.png,synthetic_pairs\degraded\00001373_029_deg_3_underexposure.png,underexposure,factor=0.70
synthetic_pairs\clean\00001373_030.png,synthetic_pairs\degraded\00001373_030_deg_1_poisson_noise.png,poisson_noise,scale=40.4
synthetic_pairs\clean\00001373_030.png,synthetic_pairs\degraded\00001373_030_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.28
synthetic_pairs\clean\00001373_030.png,synthetic_pairs\degraded\00001373_030_deg_3_combined.png,combined,"gaussian_noise+underexposure(variance=0.0466,factor=0.62)"
synthetic_pairs\clean\00001373_031.png,synthetic_pairs\degraded\00001373_031_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0260
synthetic_pairs\clean\00001373_031.png,synthetic_pairs\degraded\00001373_031_deg_2_underexposure.png,underexposure,factor=0.30
synthetic_pairs\clean\00001373_031.png,synthetic_pairs\degraded\00001373_031_deg_3_contrast_compression.png,contrast_compression,pct=0.52
synthetic_pairs\clean\00001373_032.png,synthetic_pairs\degraded\00001373_032_deg_1_underexposure.png,underexposure,factor=0.36
synthetic_pairs\clean\00001373_032.png,synthetic_pairs\degraded\00001373_032_deg_2_combined.png,combined,"underexposure+poisson_noise(factor=0.53,scale=48.9)"
synthetic_pairs\clean\00001373_032.png,synthetic_pairs\degraded\00001373_032_deg_3_poisson_noise.png,poisson_noise,scale=11.7
synthetic_pairs\clean\00001373_033.png,synthetic_pairs\degraded\00001373_033_deg_1_underexposure.png,underexposure,factor=0.67
synthetic_pairs\clean\00001373_033.png,synthetic_pairs\degraded\00001373_033_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.80
synthetic_pairs\clean\00001373_033.png,synthetic_pairs\degraded\00001373_033_deg_3_combined.png,combined,"contrast_compression+underexposure(pct=0.53,factor=0.36)"
synthetic_pairs\clean\00001373_034.png,synthetic_pairs\degraded\00001373_034_deg_1_combined.png,combined,"gaussian_noise+underexposure(variance=0.0242,factor=0.48)"
synthetic_pairs\clean\00001373_034.png,synthetic_pairs\degraded\00001373_034_deg_2_poisson_noise.png,poisson_noise,scale=36.4
synthetic_pairs\clean\00001373_034.png,synthetic_pairs\degraded\00001373_034_deg_3_underexposure.png,underexposure,factor=0.49
synthetic_pairs\clean\00001373_035.png,synthetic_pairs\degraded\00001373_035_deg_1_poisson_noise.png,poisson_noise,scale=42.1
